hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
afternoon	4	0	long	0	Phoenixville	Food	2	34496
night	4	0	long	1	Conshohocken	Restaurants	1	34497
night	5	1	medium	1	Malvern	Restaurants	1	34498
evening	5	1	short	1	Reno	Wine Bars	2	34499
evening	0	0	long	1	Newtown Square	Restaurants	2	34500
afternoon	1	0	medium	1	New Orleans	Breakfast & Brunch	3	34501
evening	4	0	long	1	Wilmington	Breakfast & Brunch	2	34502
afternoon	1	0	short	1	New Orleans	Food	1	34503
night	3	0	long	0	Valley Park	Restaurants	2	34504
evening	4	0	medium	1	Clayton	Restaurants	4	34505
evening	2	0	long	1	New Orleans	Bed & Breakfast	2	34506
night	4	0	short	1	St Louis	Food	2	34507
evening	3	0	long	0	Clearwater	Sushi Bars	3	34508
evening	6	1	long	0	Marlton	Food	2	34509
afternoon	0	0	short	1	Reno	Food	2	34510
night	5	1	long	0	Chesterfield	Food	2	34511
afternoon	3	0	medium	0	Conshohocken	Pizza	1	34512
evening	1	0	long	1	Tucson	Tapas Bars	2	34513
evening	0	0	long	1	Marrero	Restaurants	2	34514
night	2	0	long	1	Berwyn	Food	2	34515
night	1	0	long	1	Riverview	Pizza	2	34516
night	0	0	long	1	Brentwood	Food	3	34517
afternoon	2	0	long	1	Wynnewood	Breakfast & Brunch	1	34518
afternoon	3	0	medium	1	Tucson	Breakfast & Brunch	3	34519
afternoon	3	0	short	1	Saint Louis	Fast Food	1	34520
afternoon	4	0	long	1	Medford	Bars	3	34521
evening	6	1	long	1	Kirkwood	Restaurants	2	34522
night	6	1	long	1	Upper Darby	Food	2	34523
evening	4	0	long	0	Fishers	Sushi Bars	2	34524
afternoon	1	0	medium	0	Philadelphia	Burgers	2	34525
night	2	0	long	0	Wilmington	Bars	2	34526
night	4	0	long	1	Nashville	Soul Food	2	34527
morning	3	0	long	1	Philadelphia	Food	3	34528
afternoon	3	0	long	1	New Orleans	Breakfast & Brunch	3	34529
night	6	1	medium	0	New Orleans	Bed & Breakfast	2	34530
night	4	0	short	1	Isla Vista	Bars	1	34531
night	5	1	medium	1	Saint Louis	Sushi Bars	1	34532
evening	5	1	long	1	Maryland Heights	Restaurants	2	34533
night	1	0	long	1	St Pete Beach	Restaurants	2	34534
evening	5	1	medium	1	Metairie	Restaurants	2	34535
afternoon	4	0	medium	0	Saint Louis	Bars	1	34536
evening	2	0	medium	1	Franklin	Restaurants	2	34537
afternoon	0	0	medium	0	Reno	Fast Food	1	34538
afternoon	2	0	short	1	Tampa	Restaurants	2	34539
evening	4	0	medium	1	Glen Mills	Restaurants	2	34540
afternoon	2	0	medium	1	Fairview Heights	Breakfast & Brunch	1	34541
night	4	0	medium	1	Cherry Hill	Food	2	34542
night	2	0	short	1	Conshohocken	Restaurants	1	34543
night	3	0	long	1	St. Pete Beach	Restaurants	2	34544
afternoon	2	0	short	0	New Orleans	Cocktail Bars	2	34545
night	6	1	long	0	New Orleans	Pizza	2	34546
evening	2	0	medium	0	Santa Barbara	Burgers	1	34547
night	6	1	long	1	Feasterville	Burgers	2	34548
afternoon	5	1	medium	1	Ardmore	Restaurants	2	34549
night	0	0	long	0	Nashville	Burgers	2	34550
evening	6	1	medium	1	St. Pete Beach	Food	1	34551
afternoon	0	0	short	0	Wynnewood	Breakfast & Brunch	1	34552
night	6	1	short	0	West Chester	Restaurants	2	34553
afternoon	6	1	medium	1	Dunedin	Bars	2	34554
night	0	0	long	0	Haddonfield	Restaurants	1	34555
morning	0	0	long	1	Franklin	Food	2	34556
night	1	0	short	1	Reno	Food	1	34557
night	4	0	long	1	New Orleans	Breakfast & Brunch	3	34558
night	4	0	long	1	Waterloo	Restaurants	2	34559
afternoon	2	0	medium	1	Horsham	Breakfast & Brunch	3	34560
afternoon	3	0	long	1	Newark	Burgers	2	34561
night	2	0	long	1	Elkins Park	Food	1	34562
afternoon	0	0	long	0	Carmel	Sports Bars	2	34563
afternoon	1	0	long	0	Greenwood	Bars	2	34564
evening	2	0	long	0	Overland	Burgers	1	34565
afternoon	5	1	long	0	West Chester	Restaurants	3	34566
night	3	0	long	1	Nashville	Barbeque	2	34567
evening	4	0	medium	0	Indianapolis	Specialty Food	2	34568
evening	4	0	long	1	Indianapolis	Food Trucks	1	34569
afternoon	6	1	medium	0	Sparks	Bars	2	34570
evening	1	0	medium	1	Valley Park	Restaurants	1	34571
night	0	0	long	0	Philadelphia	Wine Bars	2	34572
night	2	0	medium	1	New Orleans	Dive Bars	1	34573
afternoon	4	0	long	1	Mount Laurel	Bed & Breakfast	2	34574
morning	5	1	medium	1	Edwardsville	Pizza	1	34575
afternoon	2	0	medium	1	Brentwood	Food	1	34576
evening	0	0	medium	1	Malvern	Food	1	34577
evening	0	0	medium	1	Kirkwood	Food	2	34578
afternoon	4	0	short	1	Indianapolis	Cocktail Bars	2	34579
night	6	1	long	0	Carmel	Barbeque	1	34580
evening	0	0	short	0	Metairie	Sushi Bars	2	34581
afternoon	5	1	medium	0	Malvern	Restaurants	2	34582
evening	2	0	short	0	Summerland	Burgers	2	34583
evening	6	1	medium	1	Reno	Food	1	34584
night	5	1	long	1	Mount Laurel	Restaurants	2	34585
night	6	1	short	0	Clearwater	Restaurants	2	34586
evening	1	0	medium	1	Norristown	Restaurants	1	34587
night	6	1	short	0	Philadelphia	Food	1	34588
morning	3	0	medium	0	Bordentown	Restaurants	1	34589
evening	2	0	long	1	Edmonton	Sushi Bars	2	34590
evening	4	0	medium	1	Philadelphia	Wine Bars	3	34591
night	2	0	short	1	Tampa	Burgers	1	34592
morning	5	1	long	1	Nolensville	Burgers	1	34593
night	1	0	medium	0	Indianapolis	Barbeque	2	34594
evening	5	1	medium	0	Saint Louis	Restaurants	1	34595
evening	3	0	medium	1	Clearwater	Sushi Bars	3	34596
morning	6	1	long	0	Clayton	Wine Bars	2	34597
afternoon	0	0	medium	1	Voorhees	Food	1	34598
night	6	1	short	1	Carpinteria	Specialty Food	3	34599
evening	4	0	long	1	Trinity	Restaurants	2	34600
afternoon	3	0	medium	0	Nashville	Bars	2	34601
morning	1	0	long	1	Edmonton	Cocktail Bars	2	34602
evening	4	0	medium	1	New Orleans	Sports Bars	2	34603
night	2	0	short	1	Gladwyne	Restaurants	3	34604
afternoon	3	0	medium	0	Santa Barbara	Food	2	34605
afternoon	4	0	long	1	Antioch	Restaurants	2	34606
evening	2	0	medium	1	Philadelphia	Barbers	2	34607
afternoon	6	1	medium	1	New Orleans	Breakfast & Brunch	3	34608
evening	3	0	long	0	New Orleans	Food	2	34609
afternoon	1	0	long	1	Wayne	Restaurants	1	34610
evening	1	0	long	1	Santa Barbara	Food Trucks	2	34611
afternoon	2	0	long	0	Indianapolis	Cafes	2	34612
morning	1	0	long	1	Malvern	Food	1	34613
evening	6	1	long	1	Haddon Township	Food	1	34614
evening	3	0	short	0	Carpinteria	Specialty Food	3	34615
evening	4	0	long	1	Metairie	Burgers	1	34616
night	0	0	medium	0	Indianapolis	Food	1	34617
night	6	1	long	1	Indianapolis	Cafes	2	34618
evening	0	0	medium	0	Newtown Square	Restaurants	2	34619
afternoon	4	0	long	0	Pinellas Park	Restaurants	2	34620
night	1	0	medium	1	Ardmore	Coffee & Tea	1	34621
night	4	0	long	1	New Orleans	Bed & Breakfast	1	34622
evening	1	0	long	0	Nashville	Soul Food	2	34623
afternoon	3	0	long	1	Warrington	Food	2	34624
night	5	1	long	1	Citrus Park	Food	2	34625
afternoon	4	0	medium	1	Ruskin	Restaurants	2	34626
night	2	0	medium	1	Bala Cynwyd	Food	1	34627
evening	6	1	short	1	Collingswood	Restaurants	2	34628
night	5	1	long	1	Antioch	Restaurants	1	34629
afternoon	5	1	long	0	Malvern	Restaurants	3	34630
morning	2	0	long	1	Tampa	Cafes	2	34631
evening	0	0	long	0	Tucson	Food Trucks	1	34632
morning	4	0	medium	1	Sparks	Food	2	34633
afternoon	1	0	medium	0	Pinellas Park	Restaurants	2	34634
evening	5	1	long	1	Hermitage	Restaurants	1	34635
morning	5	1	long	0	Horsham	Breakfast & Brunch	3	34636
evening	2	0	long	1	Tampa	Coffee & Tea	3	34637
night	4	0	long	0	Philadelphia	Burgers	3	34638
evening	1	0	long	1	Clayton	Wine Bars	2	34639
afternoon	2	0	long	1	Malvern	Food	2	34640
afternoon	4	0	long	1	Bala Cynwyd	Food	1	34641
evening	2	0	medium	1	University City	Restaurants	1	34642
morning	2	0	long	1	Sparks	Bars	2	34643
night	6	1	long	1	King of Prussia	Restaurants	1	34644
night	1	0	short	1	Reno	Breakfast & Brunch	2	34645
night	3	0	short	1	Tucson	Sushi Bars	2	34646
morning	1	0	long	1	Carmel	Cocktail Bars	2	34647
evening	5	1	short	1	Nashville	Food	2	34648
night	2	0	long	0	Citrus Park	Food	2	34649
evening	5	1	short	0	Gulfport	Restaurants	2	34650
morning	6	1	medium	0	Malvern	Food	1	34651
evening	3	0	long	1	New Orleans	Pizza	2	34652
afternoon	1	0	medium	1	Wayne	Restaurants	2	34653
afternoon	4	0	medium	0	New Hope	Food	2	34654
evening	0	0	medium	1	Philadelphia	Wine Bars	3	34655
evening	5	1	medium	1	Tucson	Pizza	2	34656
evening	5	1	medium	0	Chadds Ford	Restaurants	2	34657
evening	0	0	long	1	Harahan	Restaurants	2	34658
evening	2	0	long	1	Warrington	Restaurants	2	34659
evening	1	0	medium	0	Cherry Hill	Restaurants	1	34660
afternoon	4	0	long	1	Philadelphia	Burgers	1	34661
night	0	0	long	0	St Charles	Pizza	2	34662
evening	0	0	long	0	Saint Louis	Specialty Food	2	34663
evening	0	0	long	1	Mount Juliet	Restaurants	2	34664
night	1	0	medium	0	Saint Louis	Pizza	1	34665
night	0	0	long	1	Webster Groves	Coffee & Tea	1	34666
evening	6	1	long	0	Wilmington	Food	2	34667
night	2	0	short	1	Santa Barbara	Food	2	34668
night	3	0	long	1	Edmonton	Bars	1	34669
evening	0	0	long	0	Treasure Island	Restaurants	2	34670
afternoon	4	0	short	0	Metairie	Restaurants	2	34671
evening	4	0	medium	1	Oldsmar	Cocktail Bars	2	34672
afternoon	4	0	medium	1	Philadelphia	Juice Bars & Smoothies	2	34673
morning	0	0	medium	1	Metarie	Restaurants	2	34674
afternoon	0	0	long	0	North Wales	Restaurants	2	34675
evening	3	0	medium	0	Treasure Island	Bars	2	34676
afternoon	6	1	long	1	Hazelwood	Fast Food	1	34677
afternoon	3	0	long	1	Godfrey	Restaurants	2	34678
evening	2	0	medium	1	Springfield	Restaurants	1	34679
evening	4	0	long	1	Montecito	Food	2	34680
evening	1	0	long	1	Kirkwood	Restaurants	2	34681
evening	4	0	long	0	Malvern	Restaurants	2	34682
night	2	0	long	0	Indianapolis	Food	2	34683
evening	6	1	medium	0	Fort Washington	Restaurants	2	34684
afternoon	2	0	long	1	Tucson	Cafes	1	34685
morning	0	0	long	1	New Orleans	Restaurants	1	34686
afternoon	0	0	medium	1	Philadelphia	Burgers	3	34687
evening	5	1	long	1	Feasterville Trevose	Food	2	34688
evening	6	1	long	1	Reno	Fast Food	1	34689
afternoon	4	0	long	1	Carmel	Restaurants	3	34690
afternoon	0	0	long	1	Saint Petersburg	Restaurants	3	34691
night	6	1	long	1	Medford	Restaurants	2	34692
afternoon	2	0	medium	1	New Orleans	Pizza	2	34693
afternoon	3	0	long	1	Greenwood	Restaurants	1	34694
morning	0	0	short	0	Tampa	Restaurants	1	34695
afternoon	1	0	short	1	Clearwater	Breakfast & Brunch	1	34696
afternoon	0	0	long	1	Dunedin	Bars	2	34697
afternoon	0	0	medium	1	Carmel	Cocktail Bars	2	34698
night	4	0	long	1	Nashville	Breakfast & Brunch	2	34699
afternoon	4	0	long	1	Webster Groves	Breakfast & Brunch	1	34700
night	6	1	long	0	Upper Darby	Food	2	34701
night	3	0	long	1	Havertown	Restaurants	2	34702
night	0	0	long	1	Lambertville	Restaurants	3	34703
morning	1	0	long	1	New Orleans	Breakfast & Brunch	3	34704
afternoon	0	0	long	0	Saint Pete Beach	Restaurants	2	34705
night	5	1	long	0	Voorhees	Restaurants	3	34706
afternoon	2	0	medium	0	Nashville	Breakfast & Brunch	2	34707
evening	5	1	long	0	Saint Louis	Bars	1	34708
afternoon	1	0	long	1	Apollo Beach	Restaurants	2	34709
night	3	0	long	1	Glen Mills	Restaurants	2	34710
night	3	0	short	0	New Orleans	Sports Bars	2	34711
morning	4	0	medium	1	New Orleans	Cocktail Bars	2	34712
afternoon	5	1	short	1	Avon	Coffee & Tea	2	34713
evening	5	1	medium	1	Saint Louis	Sushi Bars	2	34714
afternoon	0	0	long	0	Ruskin	Restaurants	2	34715
afternoon	3	0	long	1	Conshohocken	Pizza	1	34716
afternoon	5	1	medium	1	Creve Coeur	Bars	2	34717
morning	3	0	long	0	Indianapolis	Cocktail Bars	2	34718
night	3	0	medium	0	Tucson	Bars	2	34719
afternoon	4	0	long	1	Santa Barbara	Bars	3	34720
afternoon	3	0	long	0	Tucson	Food	1	34721
night	5	1	long	1	Trenton	Restaurants	2	34722
night	6	1	long	0	Bridgeton	Restaurants	2	34723
morning	1	0	medium	0	Goleta	Restaurants	1	34724
morning	6	1	long	1	Indianapolis	Restaurants	3	34725
night	0	0	long	0	New Orleans	Breakfast & Brunch	3	34726
afternoon	4	0	medium	1	Doylestown	Coffee & Tea	1	34727
afternoon	1	0	medium	1	Collingswood	Food	2	34728
afternoon	2	0	medium	1	Tampa	Burgers	2	34729
night	4	0	long	1	New Orleans	Wine Bars	3	34730
night	2	0	medium	1	Tucson	Bed & Breakfast	2	34731
afternoon	3	0	long	1	Spring House	Restaurants	2	34732
afternoon	2	0	medium	1	Meridian	Food	2	34733
afternoon	4	0	long	1	Clearwater	Sushi Bars	3	34734
night	6	1	medium	1	Tampa	Sports Bars	2	34735
evening	4	0	long	1	Reno	Sports Bars	2	34736
evening	4	0	medium	1	Nashville	Barbeque	1	34737
night	6	1	long	1	Lutz	Restaurants	1	34738
night	1	0	long	1	Pennsauken	Breakfast & Brunch	2	34739
evening	1	0	medium	0	Philadelphia	Wine Bars	3	34740
night	6	1	short	0	New Orleans	Sports Bars	2	34741
afternoon	6	1	medium	0	Brandon	Restaurants	2	34742
evening	1	0	long	1	Penndel	Food	1	34743
afternoon	2	0	long	1	Chadds Ford	Restaurants	2	34744
afternoon	4	0	long	1	Isla Vista	Ethnic Food	1	34745
evening	6	1	medium	1	Philadelphia	Sports Bars	2	34746
night	2	0	medium	1	New Orleans	Breakfast & Brunch	3	34747
night	4	0	medium	1	Newtown	Sushi Bars	2	34748
afternoon	0	0	short	0	Edmonton	Restaurants	2	34749
morning	1	0	medium	1	Reno	Restaurants	1	34750
evening	3	0	long	0	Bellmawr	Restaurants	1	34751
evening	6	1	long	0	Springfield	Barbeque	2	34752
afternoon	1	0	medium	1	Pennsauken	Breakfast & Brunch	2	34753
night	4	0	medium	0	Boise	Bars	2	34754
afternoon	3	0	long	1	Collegeville	Restaurants	2	34755
morning	6	1	medium	0	Sparks	Burgers	1	34756
night	2	0	medium	0	Wilmington	Restaurants	2	34757
night	2	0	long	1	New Orleans	Breakfast & Brunch	3	34758
night	2	0	long	0	Palm Harbor	Breakfast & Brunch	1	34759
evening	5	1	medium	1	Philadelphia	Food	3	34760
afternoon	4	0	long	1	New Orleans	Food Trucks	1	34761
afternoon	1	0	short	0	Wilmington	Sushi Bars	3	34762
night	1	0	medium	1	Goodlettsville	Barbeque	1	34763
afternoon	4	0	medium	1	Glen Mills	Bars	2	34764
night	2	0	medium	1	Metairie	Restaurants	1	34765
afternoon	1	0	long	0	Jenkintown	Restaurants	2	34766
morning	1	0	short	1	New Hope	Bars	1	34767
evening	0	0	medium	1	Tampa	Bars	1	34768
night	0	0	long	1	New Orleans	Breakfast & Brunch	3	34769
night	1	0	long	0	Wayne	Food	1	34770
afternoon	6	1	long	1	New Orleans	Cafes	2	34771
evening	0	0	long	1	Kirkwood	Restaurants	1	34772
night	5	1	long	0	Reno	Sports Bars	2	34773
night	4	0	medium	0	Philadelphia	Juice Bars & Smoothies	1	34774
morning	1	0	long	1	Monroeville	Food	1	34775
night	1	0	medium	1	Cherry Hill	Food	2	34776
afternoon	0	0	long	1	St. Pete Beach	Restaurants	2	34777
night	5	1	medium	0	New Orleans	Pizza	2	34778
evening	1	0	long	1	St. Petersburg	Burgers	1	34779
afternoon	0	0	long	0	Nashville	Restaurants	1	34780
evening	2	0	medium	1	Malvern	Food	2	34781
night	2	0	medium	1	St. Louis	Coffee & Tea	2	34782
afternoon	2	0	short	0	Nashville	Barbers	2	34783
evening	3	0	long	0	Bryn Mawr	Restaurants	1	34784
afternoon	1	0	long	1	Hendersonville	Restaurants	1	34785
afternoon	5	1	medium	0	New Orleans	Food	2	34786
evening	0	0	medium	1	Indianapolis	Cafes	2	34787
evening	0	0	long	0	Clayton	Wine Bars	2	34788
evening	2	0	medium	0	Nashville	Wine Bars	3	34789
evening	6	1	long	1	Upper Darby	Food	2	34790
night	3	0	medium	1	Philadelphia	Barre Classes	2	34791
afternoon	6	1	medium	1	Nashville	Soul Food	2	34792
afternoon	1	0	medium	0	Reno	Fast Food	1	34793
morning	4	0	long	1	Clayton	Restaurants	3	34794
evening	5	1	long	1	Malvern	Food	2	34795
evening	6	1	long	1	Haddon Heights	Restaurants	2	34796
afternoon	3	0	medium	0	Media	Cocktail Bars	3	34797
morning	6	1	medium	0	Philadelphia	Food	1	34798
evening	0	0	long	1	New Orleans	Breakfast & Brunch	3	34799
evening	0	0	short	0	Creve Coeur	Food	1	34800
night	5	1	medium	1	Nashville	Sushi Bars	2	34801
night	3	0	short	0	Saint Louis	Barbeque	2	34802
afternoon	1	0	short	0	St. Petersburg	Restaurants	1	34803
morning	2	0	long	1	Edmonton	Burgers	2	34804
afternoon	6	1	medium	1	St. Petersburg	Restaurants	2	34805
afternoon	2	0	long	1	MEDIA	Restaurants	2	34806
night	5	1	long	1	Greenwood	Restaurants	2	34807
afternoon	4	0	long	0	Westwego	Food	1	34808
afternoon	1	0	medium	0	Boise City	Restaurants	1	34809
morning	3	0	medium	1	Royersford	Restaurants	2	34810
afternoon	1	0	long	1	Bristol	Restaurants	2	34811
night	0	0	medium	1	Clearwater	Pizza	1	34812
evening	2	0	medium	1	Woodbury	Bars	2	34813
evening	5	1	long	1	Franklin	Barbeque	2	34814
evening	5	1	long	1	Edmonton	Specialty Food	2	34815
evening	4	0	medium	0	Philadelphia	Burgers	1	34816
afternoon	4	0	medium	1	Santa Barbara	Cocktail Bars	2	34817
evening	5	1	long	1	Santa Barbara	Whiskey Bars	1	34818
afternoon	2	0	long	1	Carmel	Barbeque	1	34819
night	6	1	medium	1	Conshohocken	Coffee & Tea	1	34820
afternoon	0	0	medium	1	New Orleans	Breakfast & Brunch	3	34821
afternoon	1	0	short	1	Cherry Hill	Restaurants	1	34822
morning	1	0	long	1	Trevose	Pizza	2	34823
evening	4	0	medium	1	Media	Coffee & Tea	1	34824
night	5	1	long	1	Belleville	Restaurants	2	34825
afternoon	4	0	medium	1	Hatboro	Restaurants	2	34826
night	5	1	long	1	New Orleans	Breakfast & Brunch	3	34827
night	3	0	medium	1	Saint Louis	Pizza	1	34828
evening	2	0	medium	1	Carmel	Food	2	34829
evening	2	0	medium	1	South Tampa	Sushi Bars	2	34830
night	4	0	medium	0	Philadelphia	Imported Food	1	34831
evening	0	0	medium	1	Boise	Burgers	1	34832
afternoon	5	1	long	1	Glenside	Restaurants	1	34833
night	1	0	medium	1	Tampa	Cocktail Bars	3	34834
night	0	0	medium	1	Indianapolis	Fast Food	1	34835
night	6	1	long	1	New Orleans	Cafes	2	34836
afternoon	1	0	long	1	Pinellas Park	Sushi Bars	2	34837
evening	2	0	long	1	Philadelphia	Barre Classes	2	34838
evening	6	1	medium	1	Tampa	Food	1	34839
afternoon	3	0	short	0	Philadelphia	Sports Bars	2	34840
morning	5	1	medium	1	Tampa	Food	1	34841
evening	5	1	long	1	Wynnewood	Restaurants	1	34842
night	1	0	long	1	Jenkintown	Restaurants	2	34843
night	3	0	medium	0	Bristol Twp	Food	1	34844
morning	6	1	medium	0	Pennsauken	Breakfast & Brunch	2	34845
night	6	1	long	1	St. Pete Beach	Pizza	2	34846
night	1	0	medium	0	New Orleans	Wine Bars	3	34847
evening	0	0	medium	0	Glen Mills	Restaurants	2	34848
afternoon	4	0	short	1	Nashville	Sports Bars	1	34849
afternoon	2	0	long	1	Blue Bell	Food	2	34850
night	1	0	long	1	Horsham	Breakfast & Brunch	3	34851
night	6	1	medium	0	Tampa	Cocktail Bars	3	34852
night	1	0	medium	1	Sewell	Wine Bars	2	34853
night	5	1	medium	0	St. Petersburg	Restaurants	2	34854
evening	3	0	medium	1	Cherry Hill	Burgers	1	34855
night	4	0	medium	1	Nashville	Coffeeshops	2	34856
afternoon	2	0	medium	0	Saint Louis	Bars	2	34857
afternoon	5	1	medium	1	Philadelphia	Juice Bars & Smoothies	1	34858
afternoon	2	0	short	0	Saint Petersburg	Bars	2	34859
evening	1	0	medium	0	Mooresville	Restaurants	1	34860
evening	3	0	long	0	Trenton	Restaurants	1	34861
night	5	1	short	0	Belleville	Fast Food	1	34862
afternoon	5	1	long	1	Garden City	Food	2	34863
afternoon	6	1	long	1	Brentwood	Restaurants	1	34864
night	6	1	medium	1	Maryland Heights	Restaurants	2	34865
afternoon	6	1	long	1	Saint Ann	Food	1	34866
evening	0	0	long	1	Saint Petersburg	Restaurants	3	34867
afternoon	0	0	short	1	Tampa	Restaurants	1	34868
afternoon	3	0	long	1	Edmonton	Food Stands	1	34869
afternoon	2	0	long	1	Webster Groves	Coffee & Tea	1	34870
night	0	0	short	1	Philadelphia	Wine Bars	2	34871
evening	1	0	short	0	Indianapolis	Food	1	34872
night	2	0	medium	0	Lindenwold	Restaurants	1	34873
afternoon	2	0	long	1	Edmonton	Coffee & Tea	1	34874
evening	5	1	long	0	Chester Springs	Specialty Food	2	34875
night	6	1	medium	1	Gretna	Restaurants	1	34876
afternoon	1	0	long	1	Nashville	Soul Food	2	34877
morning	5	1	long	1	Riverview	Food	2	34878
afternoon	4	0	medium	1	Philadelphia	Burgers	1	34879
afternoon	0	0	long	0	New Orleans	Sushi Bars	2	34880
morning	0	0	long	1	Evesham Township	Restaurants	2	34881
afternoon	2	0	long	1	Saint Petersburg	Barbeque	2	34882
afternoon	2	0	long	1	Clayton	Restaurants	4	34883
night	6	1	long	1	Malvern	Food	2	34884
evening	1	0	short	0	Saint Louis	Restaurants	2	34885
night	5	1	medium	0	Goleta	Restaurants	2	34886
afternoon	3	0	medium	1	St. Petersburg	Restaurants	1	34887
night	4	0	medium	0	Tampa	Specialty Food	2	34888
night	6	1	long	0	Tucson	Bars	2	34889
afternoon	4	0	long	1	Plymouth Meeting	Restaurants	1	34890
evening	3	0	long	1	Kirkwood	Restaurants	2	34891
night	3	0	medium	1	West Point	Bars	2	34892
afternoon	3	0	long	1	Whites Creek	Cafes	2	34893
night	6	1	short	0	Saint Petersburg	Bars	2	34894
afternoon	3	0	medium	1	Tucson	Sushi Bars	2	34895
evening	3	0	short	0	Tampa	Food	2	34896
night	1	0	medium	1	Fenton	Sports Bars	2	34897
morning	4	0	long	1	Tucson	Breakfast & Brunch	2	34898
night	2	0	long	1	Nashville	Sports Bars	2	34899
evening	3	0	long	1	Indianapolis	Burgers	2	34900
night	2	0	medium	1	Gretna	Food	1	34901
afternoon	2	0	long	1	New Hope	Food	2	34902
evening	0	0	short	1	Tucson	Barbers	2	34903
afternoon	2	0	medium	1	Edmonton	Coffee & Tea	2	34904
afternoon	5	1	long	1	St Louis	Restaurants	2	34905
afternoon	3	0	medium	0	Palm Harbor	Restaurants	2	34906
afternoon	1	0	medium	0	Wynnewood	Restaurants	1	34907
afternoon	3	0	short	0	Collegeville	Food	1	34908
night	6	1	medium	1	Abington	Restaurants	1	34909
night	5	1	long	1	Isla Vista	Restaurants	1	34910
evening	4	0	long	0	Santa Barbara	Wine Bars	2	34911
evening	3	0	long	1	Philadelphia	Burgers	1	34912
night	3	0	long	1	Kirkwood	Sports Bars	2	34913
afternoon	3	0	medium	1	Brandon	Burgers	2	34914
evening	6	1	long	1	Tucson	Burgers	2	34915
evening	2	0	medium	1	New Hope	Bars	1	34916
night	4	0	long	0	Reno	Sushi Bars	2	34917
evening	0	0	medium	1	MEDIA	Restaurants	2	34918
night	6	1	medium	1	Wilmington	Pizza	2	34919
afternoon	1	0	long	1	Nashville	Specialty Food	1	34920
evening	6	1	long	1	Metarie	Restaurants	2	34921
afternoon	0	0	long	1	Newtown	Food	2	34922
night	3	0	long	1	Franklin	Wine Bars	2	34923
evening	1	0	medium	0	Gretna	Restaurants	2	34924
afternoon	2	0	long	1	Clayton	Breakfast & Brunch	1	34925
night	4	0	long	0	Nashville	Bars	2	34926
afternoon	6	1	long	0	Havertown	Bars	2	34927
afternoon	2	0	long	1	Merchantville	Bars	2	34928
night	0	0	long	1	Tampa	Juice Bars & Smoothies	2	34929
evening	6	1	medium	0	MEDIA	Restaurants	2	34930
afternoon	1	0	medium	1	Clayton	Wine Bars	2	34931
evening	5	1	short	1	New Orleans	Cafes	2	34932
afternoon	5	1	long	1	Wynnewood	Restaurants	1	34933
evening	1	0	long	0	Skippack Village	Restaurants	1	34934
evening	3	0	long	1	Bridgeton	Restaurants	2	34935
evening	3	0	long	0	Metairie	Restaurants	2	34936
evening	2	0	long	0	New Orleans	Cafes	2	34937
night	1	0	long	0	Nashville	Burgers	2	34938
